Time,shadower,hero,adele,ark,bishop,archmage_fp
429,2.259020276877216E12,2.1708209632333547E12,1.6854383698044783E12,6.977206629229242E12,1.026070202531645E12,1.7051606226047156E12
430,2.1751325121083162E12,1.8983698200221406E12,1.7147952371052244E12,6.990668573980458E12,1.0601250505088666E12,1.7053673258249707E12
431,2.2191766949411816E12,1.9510109389670762E12,1.7435237899650261E12,7.004130518731674E12,1.0201726197335873E12,1.7123990189620972E12
432,2.2500076229241875E12,2.0036520579120117E12,1.7670969808834702E12,7.01759246348289E12,1.0542274677108088E12,1.7159095343123342E12
433,2.1309305504960586E12,2.0151381276268625E12,1.7499065918839873E12,7.031054408234105E12,1.0882823156880304E12,1.7202691840573525E12
434,2.131094292120216E12,2.1009236547963872E12,1.7039373514085464E12,7.044516352985321E12,1.122337163665252E12,1.771048538493411E12
435,2.1611053762092375E12,2.1403945526579329E12,1.7275105423269905E12,7.087247032817735E12,1.1563920116424736E12,1.7218491097901438E12
436,2.218702376602166E12,2.033986455215699E12,1.5651320000442869E12,7.00877209327344E12,1.0022377377775629E12,1.7288808029272703E12
437,2.259020276877216E12,2.0488258199896348E12,1.6082248293339893E12,7.022234038024656E12,1.0362925857547844E12,1.7289255886249922E12
438,2.1751325121083162E12,2.093343914311442E12,1.6245432920383647E12,7.035695982775872E12,1.0454269477624109E12,1.7291448193131416E12
439,2.2191766949411816E12,2.0872217888677666E12,1.6408617547427402E12,7.049157927527088E12,1.0873778559641827E12,1.736176512450268E12
440,2.2500076229241875E12,2.132382581320169E12,1.6644349456611843E12,7.098088371174474E12,1.0669631319960187E12,1.7396870278005051E12
441,2.1036905204363389E12,2.1468325570762625E12,1.2567477961491946E12,6.948393098160131E12,1.100523858557436E12,1.7440466775455234E12
442,2.1337016045253604E12,2.1633784440921653E12,1.27306625885357E12,6.961855042911347E12,1.133096342287245E12,1.9316603691702434E12
443,2.191298604918289E12,2.2130161051398735E12,1.2966394497720142E12,6.9753169876625625E12,1.1116933754874727E12,1.8444686562883599E12
444,2.231616505193339E12,2.0143283945656245E12,1.2872026921609897E12,6.988778932413778E12,1.1442658592172817E12,1.8445629254842642E12
445,2.156741394377468E12,2.0300503922721135E12,1.3159312450207915E12,7.031509612246192E12,1.101576703537768E12,1.844607711181986E12
446,2.200785577210333E12,2.0480500402149204E12,1.3395044359392356E12,6.730494068535359E12,1.1341491872675771E12,1.8446712880815493E12
447,2.231616505193339E12,2.20841313391636E12,1.2621779249998135E12,6.743956013286575E12,1.1667216709973862E12,1.8448779913018044E12
448,2.1082160107010906E12,2.176283974589275E12,1.278496387704189E12,6.757417958037791E12,1.1453187041976138E12,1.8483885066520415E12
449,2.108379752325248E12,2.231081012881424E12,1.2948148504085645E12,6.770879902789007E12,1.1778911879274229E12,1.8527481563970598E12
450,2.1383908364142695E12,2.246803010587913E12,1.3183880413270085E12,6.8491932751701045E12,1.210463671657232E12,1.939025997117081E12
451,2.1959878368071982E12,2.300801954416334E12,1.3089512837159841E12,6.86265521992132E12,1.1890607048574595E12,1.5813548714761165E12
452,2.236305737082248E12,2.300248207726774E12,1.3773981689482256E12,6.876117164672536E12,1.1979260927188071E12,1.5814491406720208E12
453,1.959919231838967E12,2.355045246018923E12,1.445845054180467E12,6.889579109423752E12,1.2386416973810686E12,1.5814939263697427E12
454,2.0039634146718323E12,2.370767243725412E12,1.4639683669146099E12,6.903041054174968E12,1.2172387305812961E12,1.581557503269306E12
455,2.034794342654838E12,2.388766891668219E12,1.493325234215356E12,6.945771734007382E12,1.2498112143111052E12,1.5817767339574553E12
456,1.9644447221037192E12,2.44276583549664E12,1.5096436969197314E12,6.802917983155441E12,1.2823836980409143E12,1.5819959646456047E12
457,1.9944558061927407E12,2.293902455797172E12,1.525962159624107E12,6.816379927906657E12,1.2402285175045122E12,1.5890276577827312E12
458,2.0520528065856694E12,2.334822322054296E12,1.4488073896427632E12,6.829841872657873E12,1.273334976377433E12,1.5925381731329683E12
459,2.0923707068607195E12,2.346562774887064E12,1.4651258523471387E12,6.843303817409089E12,1.306441435250354E12,1.5968978228779866E12
460,2.0925149720156724E12,2.3600040704287705E12,1.4886990432655828E12,6.856765762160305E12,1.339547894123275E12,1.647677177314045E12
461,2.1299412517845344E12,2.40032795705389E12,1.3467062594667722E12,6.900927156719251E12,1.073215041695841E12,1.559819076376829E12
462,2.1561396476227378E12,2.29384972949278E12,1.3630247221711477E12,6.686853072397263E12,8.438418279438729E11,1.5668507695139556E12
463,1.9343988504532334E12,2.334769595749904E12,1.3777031558215208E12,6.700315017148479E12,8.769482868167937E11,1.5669271870681106E12
464,1.956285171317423E12,2.346510048582672E12,1.3923815894718938E12,6.713776961899694E12,9.034334539151304E11,1.567021456264015E12
465,1.9987561137358032E12,2.3599513441243784E12,1.4070600231222668E12,6.72723890665091E12,9.29918621013467E11,1.5670850331635781E12
466,2.0284857734286692E12,2.400275230749498E12,1.42173845677264E12,6.740700851402126E12,1.0093741223084769E12,1.5741167263007046E12
467,2.028630038583622E12,2.300891135050012E12,1.4504670096324417E12,6.78343153123454E12,1.0802539195171763E12,1.5776272416509417E12
468,2.061107388796271E12,2.3126315878827803E12,1.5128292984062944E12,6.673721970886362E12,1.1105076963536165E12,1.58198689139596E12
469,2.0838415339451252E12,2.326072883424487E12,1.4989063345356455E12,6.687183915637578E12,1.106706625212835E12,1.6327662458320183E12
470,1.8794443578449294E12,2.3663967700496064E12,1.515224797240021E12,6.700645860388794E12,1.0528085266942633E12,1.6671256367449717E12
471,1.9002884729536816E12,2.2062170281033345E12,1.5315432599443965E12,6.71410780514001E12,1.0204369362025886E12,1.6858846910125447E12
472,1.940736989542615E12,2.2179574809361025E12,1.5462216935947695E12,6.758269199698956E12,1.0206378294407231E12,1.6929163841496711E12
473,1.9690509511548684E12,2.231398776477809E12,1.5609001272451426E12,6.511513105588324E12,9.323542275378605E11,1.692961169847393E12
474,1.9691952163098213E12,2.3190842041716465E12,1.5755785608955156E12,6.52497505033954E12,1.0140365534100518E12,1.6931804005355425E12
475,1.7672277857704177E12,2.359408090796766E12,1.5902569945458887E12,6.538436995090756E12,9.646564541245771E11,1.700212093672669E12
476,1.7729144243169524E12,2.3067368302296016E12,1.6049354281962617E12,6.551898939841972E12,9.648573473627117E11,1.703722609022906E12
477,1.7730586894719053E12,2.3184772830623696E12,1.7138218815599756E12,6.5653608845931875E12,9.314178065848138E11,1.7080822587679243E12
478,1.5504332402901482E12,2.331918578604076E12,1.6273627643988713E12,6.608091564425602E12,9.305507495367252E11,1.7588616132039827E12
479,1.582910590502797E12,2.372242465229196E12,1.6420411980492444E12,6.231452322430966E12,9.399845988232902E11,1.7042635355448855E12
480,1.6056447356516514E12,2.264670316068424E12,1.6567196316996174E12,6.244914267182182E12,1.0216669246954814E12,1.7043399530990405E12
481,1.4698240939024163E12,2.2781116116101304E12,1.6713980653499905E12,6.258376211933397E12,1.0870127853932344E12,1.7044342222949448E12
482,1.4732438315374458E12,2.31843549823525E12,1.724261826012066E12,6.271838156684613E12,1.1523586460909873E12,1.7044790079926667E12
483,1.4733880966923987E12,2.252929863235656E12,1.8664723748269194E12,6.314568836517027E12,1.2086937847001575E12,1.70454258489223E12
484,1.498010207664612E12,2.264670316068424E12,2.1082273778547036E12,6.225978566077653E12,1.2182773776261917E12,1.7115742780293564E12
485,1.5404811500829922E12,2.2781116116101304E12,1.9884898847059377E12,6.239440510828869E12,1.2534886317234165E12,1.7150847933795935E12
486,1.5702108097758582E12,2.31843549823525E12,2.0048083474103132E12,6.252902455580085E12,1.2816576350011963E12,1.7194444431246118E12
487,1.4829155517030002E12,2.2529235439276533E12,2.0211268101146887E12,6.266364400331301E12,1.309826638278976E12,1.7702237975606702E12
488,1.5995398626455222E12,2.298168110614084E12,2.0607585809706958E12,6.279826345082517E12,1.3943336481123157E12,1.6380895368982815E12
489,1.6811768803052876E12,2.3080402838808066E12,2.100390351826703E12,6.328756788729902E12,1.46071674469416E12,1.6381531137978447E12
490,1.6845966179403171E12,2.3193578968870303E12,2.14002212268271E12,6.219177107759517E12,1.2173684028004563E12,1.6383723444859941E12
491,1.68474088309527E12,2.3533107359057007E12,2.179653893538717E12,6.232639052510732E12,1.219442874568639E12,1.6454040376231206E12
492,1.717218233307919E12,2.2438703071788833E12,2.219285664394724E12,6.246100997261948E12,1.2215173463368215E12,1.6489145529733577E12
493,1.7399523784567732E12,2.255187920185107E12,2.2428588553131685E12,6.259562942013164E12,1.1657550785651028E12,1.653274202718376E12
494,1.5245673940027576E12,2.2891407592037773E12,2.221904255692085E12,6.302293621845578E12,1.2487339492924082E12,1.840887894343096E12
495,1.5247116591577104E12,2.1490705934659539E12,2.2615360265480923E12,6.18434648304134E12,1.2497711851764995E12,1.8065606837334863E12
496,1.5611888605980266E12,2.1589427667326765E12,2.3011677974040996E12,6.206100197591645E12,1.2250381065995876E12,1.8066371012876414E12
497,1.6036598030164067E12,2.1702603797389E12,2.3442606266938022E12,6.21956214234286E12,1.226075342483679E12,1.8066818869853633E12
498,1.6333894627092727E12,2.2042132187575703E12,2.3678338176122466E12,6.233024087094076E12,1.2271125783677703E12,1.8069011176735127E12
499,1.639360433183134E12,2.20425962575396E12,2.258615136188087E12,6.246486031845292E12,1.1713503105960515E12,1.8104691824557207E12
500,1.6427801708181636E12,2.2141317990206826E12,2.2749335988924624E12,6.259947976596508E12,1.254329181323357E12,1.8149003018686902E12
501,1.6752575210308125E12,2.2254494120269062E12,2.2985067898109067E12,6.273409921347724E12,1.2564036530915396E12,1.8481267180180503E12
502,1.6979916661796667E12,2.2594022510455767E12,2.3042904661932085E12,6.286871866098939E12,1.232707810398719E12,1.7776142652474607E12
503,1.4800554488868193E12,2.0625695636204575E12,2.320608928897584E12,6.300333810850155E12,1.2347822821669016E12,1.7893296853272915E12
504,1.4801997140417722E12,2.0724417368871802E12,2.389055814129825E12,6.313795755601371E12,1.2368567539350842E12,1.7964766521224036E12
505,1.5029979649419697E12,2.0837593498934036E12,2.365482623211381E12,6.356526435433785E12,1.181244229802835E12,1.8155432318697727E12
506,1.5454689073603499E12,2.056689226628393E12,2.3818010859157563E12,6.369988380185001E12,1.2074220668192947E12,1.8226901986648848E12
507,1.5751985670532158E12,2.0689778743703865E12,2.398119548620132E12,6.383450324936217E12,1.2360312107732898E12,1.8227666162190398E12
508,1.5811695375270771E12,2.0788500476371091E12,2.421692739538576E12,6.396912269687433E12,1.264640354727285E12,1.822860885414944E12
509,1.613646887739726E12,2.0911386953791025E12,2.351039839903706E12,6.410374214438648E12,1.3504677865892705E12,1.8229244623145073E12
510,1.6363810328885803E12,2.1010108686458252E12,2.3941326691934087E12,6.467459732027265E12,1.417888119055206E12,1.8264925270967153E12
511,1.4321467014376716E12,2.1132995163878186E12,2.417705860111853E12,3.4771822002785044E12,1.2428690844531733E12,1.8309236465096848E12
512,1.4322909665926245E12,2.1231716896545413E12,2.4053742768342007E12,3.49064414502972E12,1.2439063203372646E12,1.9186158780611816E12
513,1.455089217492822E12,2.1354603373965347E12,2.421692739538576E12,3.504106089780936E12,1.187256560320924E12,1.5234917301486035E12
514,1.4975601599112021E12,2.1453325106632573E12,2.4380112022429517E12,3.517568034532152E12,1.2715319759033435E12,1.5235681477027585E12
515,1.527289819604068E12,2.1576211584052507E12,2.461584393161396E12,3.5602987143645664E12,1.2725692117874348E12,1.5236624168986628E12
516,1.5332607900779294E12,2.1674933316719734E12,2.564934656955774E12,3.266778176089249E12,1.2474270806000308E12,1.5237072025963848E12
517,1.5657381402905784E12,2.1797819794139668E12,2.5642375331988335E12,3.280240120840465E12,1.2495015523682134E12,1.5237519882941067E12
518,1.5884722854394326E12,2.1896541526806895E12,2.587810724117278E12,3.2937020655916807E12,1.251576024136396E12,1.52381556519367E12
519,1.3866254452031982E12,2.201942800422683E12,2.563069050684199E12,3.3071640103428965E12,1.1950760077595247E12,1.5240347958818193E12
520,1.3900451828382278E12,2.211814973689406E12,2.606161879973902E12,3.349894690175311E12,1.2806479681970583E12,1.5534854829232976E12
521,1.3901894479931807E12,2.2241036214313994E12,2.629735070892346E12,3.363356634926527E12,1.282722439965241E12,1.5606324497184097E12
522,1.4138996289293862E12,2.233975794698122E12,2.573524954565151E12,3.3768185796777427E12,1.2586175446619282E12,1.5642005145006177E12
523,1.4563705713477664E12,2.2462644424401157E12,2.597098145483595E12,3.3902805244289585E12,1.2596547805460195E12,1.5686316339135872E12
524,1.4861002310406323E12,2.2561366157068384E12,2.4674591032331816E12,3.4037424691801743E12,1.2606920164301108E12,1.6516976742869873E12
525,1.5185775812532812E12,2.268425263448832E12,2.4054653105236846E12,3.4882500190273154E12,1.2031547641691482E12,1.6517919434828916E12
526,1.5413117264021355E12,2.2782974367155547E12,2.448558139813387E12,3.2489455921583604E12,1.288726724606682E12,1.6518555203824548E12
527,1.3508985394680686E12,2.2905860844575483E12,2.4721313307318315E12,3.2622930791894624E12,9.963195014433605E11,1.6520747510706042E12
528,1.3543182771030981E12,2.300458257724271E12,2.417718011360215E12,3.2756405662205645E12,1.0272934294898835E12,1.6556428158528123E12
529,1.354462542258051E12,2.3127469054662646E12,2.441291202278659E12,3.2889880532516665E12,1.0582673575364066E12,1.6600739352657817E12
530,1.3772607931582485E12,2.3226190787329873E12,2.3027282336843047E12,3.317973765128708E12,1.1511891416759758E12,1.884352244273962E12
531,1.4197317355766287E12,2.3533406980879707E12,2.365090522458157E12,3.09082311616227E12,1.2241823263036106E12,1.921731962441992E12
532,1.4494613952694946E12,2.3632128713546934E12,2.150174975433827E12,3.10208675401859E12,1.1674595365764043E12,1.931604305908307E12
533,1.4819387454821436E12,2.393934490709677E12,2.2186218606660684E12,3.1133503918749097E12,1.2600834640395015E12,1.9850938016032993E12
534,1.5046728906309978E12,2.4038066639763994E12,2.1289775272669424E12,3.1246140297312295E12,1.2667622735440437E12,2.7152254178399463E12
535,1.3577814399779377E12,2.434528283331383E12,1.732861954805918E12,3.1358776675875493E12,1.2468526633665984E12,2.607954725586785E12
536,1.3612011776129673E12,2.4444004565981055E12,1.7759547840956206E12,3.1777721875272866E12,1.2535314728711406E12,2.6079995112845073E12
537,1.3613454427679202E12,2.475122075953089E12,1.7995279750140647E12,3.095890706034055E12,1.2602102823756829E12,2.6080148574326777E12
538,1.3841436936681177E12,2.4849942492198115E12,1.5524137326209028E12,3.1248764179110967E12,1.2024502567643853E12,2.608234088120827E12
539,1.4266146360864978E12,2.515715868574795E12,1.4340442410459092E12,2.97537175065649E12,1.2950741842274824E12,2.6084407913410825E12
540,1.4563442957793638E12,2.5255880418415176E12,1.4576174319643533E12,2.98663538851281E12,1.3007157578479333E12,2.642422353312019E12
541,1.462315266253225E12,2.559540880860188E12,1.445285848686701E12,2.99789902636913E12,1.2793598591759045E12,2.6495693201071313E12
542,1.3774280346470422E12,2.374409462028552E12,1.4883786779764033E12,3.0091626642254497E12,1.2850014327963555E12,2.6567162869022437E12
543,1.3820788778306826E12,2.3842816352952744E12,1.5119518688948474E12,3.0204263020817695E12,1.2906430064168064E12,2.663863253697356E12
544,1.386729721014323E12,2.395599248301498E12,1.4214028445759285E12,3.037117911041958E12,1.2328829808055088E12,2.6710102204924683E12
545,1.386873986169276E12,2.469331134753459E12,1.3651927282487334E12,3.0538019858827534E12,1.325506908268606E12,2.6781571872875806E12
546,1.4310431824584785E12,2.5032839737721294E12,1.3945495955494795E12,3.065065623739073E12,1.3322544392318997E12,2.685304154082693E12
547,1.4619616198609204E12,2.354391135432708E12,1.462996480781721E12,3.076329261595393E12,1.3120044979027136E12,2.692451120877805E12
548,1.4585645974573496E12,2.3642633086994307E12,1.486569671700165E12,3.087592899451713E12,1.322861705458439E12,2.6995980876729175E12
549,1.4587088626123025E12,2.3755809217056543E12,1.4466780180773452E12,3.0988565373080327E12,1.3627523703668398E12,2.70674505446803E12
550,1.4921949335345127E12,2.4762762834633306E12,1.555564471441059E12,3.115548146268221E12,1.3946649022935605E12,2.713892021263142E12
551,1.5499554152235095E12,2.324948323217766E12,1.404989318932019E12,3.1445338581452627E12,1.4265774342202812E12,2.7210389880582544E12
552,1.5903877524058074E12,2.334820496484489E12,1.5112083452641165E12,3.053472421105444E12,1.5223150300004434E12,2.7281859548533667E12
553,1.536407362592915E12,2.389999519769661E12,1.579655230496358E12,3.0750411786812954E12,1.597520129313764E12,2.735332921648479E12
554,1.2304682203531035E12,2.1843296586985315E12,1.4926838681571128E12,3.086304816537615E12,1.4356979545211748E12,2.7424798884435913E12
555,1.2306124855080564E12,2.2162459967895137E12,1.4683249734788286E12,3.097568454393935E12,1.429391062433532E12,2.7496268552387036E12
556,1.2723517125822222E12,2.1098141461781785E12,1.4918981643972727E12,3.108832092250255E12,1.4523064985772378E12,2.756773822033816E12
557,1.3015691715341382E12,2.1523409183810234E12,1.4918981643972727E12,3.1200957301065747E12,1.4752219347209436E12,2.763920788828928E12
558,1.343308398608304E12,2.162213091647746E12,1.4049268020580273E12,3.158207449148819E12,1.4151285904973516E12,2.7710677556240405E12
559,1.37252585756022E12,2.1735307046539695E12,1.39587527688838E12,2.703719507562492E12,1.536396813140081E12,2.778214722419153E12
560,1.3726701227151729E12,2.20748354367264E12,1.4389681061780825E12,2.714983145418812E12,1.538001482488622E12,2.785361689214265E12
561,1.4144093497893386E12,2.0571232486886987E12,1.4625412970965266E12,2.726246783275132E12,1.6856633771182986E12,2.7925086560093774E12
562,1.4436268087412546E12,2.068440861694922E12,1.3856573425738772E12,2.7375104211314517E12,1.7100054982342717E12,2.7996556228044897E12
563,1.4853660358154204E12,2.1023937007135925E12,1.44801963134773E12,2.7487740589877715E12,1.7343476193502449E12,2.8032236875866978E12
564,1.5145834947673364E12,2.0283256654064832E12,1.3795727461154885E12,2.777759770864813E12,1.7445089547289282E12,2.8076548069996675E12
565,1.5543351395998752E12,2.0381978386732058E12,1.4031459370339326E12,2.6714893538287397E12,1.7546702901076116E12,2.8112228717818755E12
566,1.5821612909826523E12,2.0495154516794292E12,1.4234512791650312E12,2.6827529916850596E12,1.7356092972549463E12,2.815653991194845E12
567,1.6219129358151912E12,2.0834682906980996E12,1.466544108454734E12,2.6940166295413794E12,1.8136403024526675E12,2.819222055977053E12
568,1.6497390871979683E12,1.9302709086966658E12,1.2807045376895234E12,2.705280267397699E12,1.9400310184764092E12,2.823653175390023E12
569,1.6307152338790215E12,1.9755154753830962E12,1.296434435068433E12,2.716543905254019E12,1.900581010215665E12,2.827221240172231E12
570,1.6585413852617986E12,1.9853876486498188E12,1.3121643324473428E12,2.738168917051355E12,1.9363361012682415E12,2.8316523595852007E12
571,1.6982930300943374E12,1.9967052616560422E12,1.3855142896876243E12,2.586292431572527E12,1.9720911923208179E12,2.8352204243674087E12
572,1.7261191814771145E12,2.0306581006747126E12,1.2906996338088445E12,2.5976526576709795E12,2.079356465478547E12,2.8396515437803784E12
573,1.7658708263096533E12,1.9212176719478955E12,1.3064295311877542E12,2.609012883769432E12,2.1636169428277083E12,2.8432196085625864E12
574,1.7936969776924304E12,1.932535284954119E12,1.3221594285666638E12,2.620373109867885E12,1.962361788765819E12,2.847650727975556E12
575,1.7981263521530403E12,2.0062671714060796E12,1.339646835590837E12,2.6317333359663374E12,1.9496076880007966E12,2.851218792757764E12
576,1.837877996985579E12,2.04022001042475E12,1.35713424261501E12,2.6711256814368447E12,1.9392886366143206E12,2.855649912170734E12
577,1.8657041483683562E12,2.0199589421115864E12,1.382343955581171E12,2.7138563612692593E12,1.9999385438226743E12,2.859217976952942E12
578,1.905455793200895E12,2.029831115378309E12,1.3745006620416365E12,2.613270997274085E12,2.1299818339142356E12,2.8636490963659116E12
579,1.933281944583672E12,2.0411487283845325E12,1.3902305594205461E12,2.626732942025301E12,2.1196627825277595E12,2.8672171611481196E12
580,1.933426209738625E12,2.075101567403203E12,1.4215783557157305E12,2.6401948867765166E12,2.0710842888658518E12,2.8716482805610894E12
581,1.9731778545711638E12,1.955835372406053E12,1.4390657627399036E12,2.6536568315277324E12,2.152317341912872E12,2.8752163453432974E12
582,2.001004005953941E12,1.9657075456727756E12,1.4544589987994534E12,2.667118776278948E12,1.9068632188093706E12,2.879647464756267E12
583,1.9259626116061033E12,1.977025158678999E12,1.5278089560397349E12,2.7454321486600454E12,1.88965500876994E12,2.883215529538475E12
584,1.9537887629888804E12,2.1115615589976794E12,1.6163254607299937E12,2.758894093411261E12,1.8724467987305093E12,2.887646648951445E12
585,1.9935404078214192E12,2.0002119923039197E12,1.466799881607929E12,2.772356038162477E12,1.9359167520420063E12,2.891214713733653E12
586,2.0213665592041963E12,2.0444386498762131E12,1.4982596763657485E12,2.785817982913693E12,2.0577663316125369E12,2.8956458331466226E12
587,2.061118204036735E12,2.0540887196754812E12,1.5139895737446582E12,2.7992799276649087E12,2.054738907310396E12,2.8992138979288306E12
588,2.0889443554195122E12,2.0872967770736572E12,1.5314769807688313E12,2.848210371312294E12,2.0517114830082551E12,2.9036450173418003E12
589,2.0584515943350203E12,1.986955811812312E12,1.5489643877930044E12,2.7538247711320903E12,1.8070475310631606E12,2.9072130821240083E12
590,2.0823282040051516E12,1.997845178357923E12,1.5741741007591653E12,2.7560176297891646E12,1.8420103996528496E12,2.911644201536978E12
591,1.9881947226643354E12,2.0103335388413364E12,1.4379247154846587E12,2.758210488446239E12,1.8769732682425386E12,2.915212266319186E12
592,1.9883389878192883E12,2.0477986202915764E12,1.4536546128635684E12,2.7785139553598564E12,1.981861874011606E12,2.919643385732156E12
593,2.0473973139607527E12,2.042515992351905E12,1.500676307306345E12,2.7919759001110723E12,2.0642553992450122E12,2.923211450514364E12
594,2.0920025589702576E12,2.05466350200525E12,1.518163714330518E12,2.805437844862288E12,1.8478579008137988E12,2.9276425699273335E12
595,2.123226230476911E12,2.0685919353170488E12,1.543373427296679E12,2.818899789613504E12,1.9134382888490195E12,2.9312106347095415E12
596,2.0961532070274485E12,2.110377235252445E12,1.2395535762984888E12,2.8323617343647197E12,2.037028576699129E12,2.935641754122511E12
597,2.1200298166975798E12,2.0996154070488345E12,1.2865752707412654E12,3.1779147002965947E12,2.035161624583374E12,2.939209818904719E12
598,2.0258963353567637E12,2.11283553472775E12,1.3040626777654385E12,3.2206453801290093E12,2.0308596230890728E12,2.943640938317689E12
599,2.0260406005117166E12,2.1279912947534753E12,1.3215500847896116E12,3.234107324880225E12,1.8255453729083804E12,2.947209003099897E12
600,2.0543885970596194E12,2.1734585748306514E12,1.3369433208491614E12,3.247569269631441E12,1.890715588124303E12,2.9516401225128667E12
601,2.0989938420691243E12,1.6385824815913418E12,1.3621530338153223E12,3.2610312143826567E12,1.8430817876018254E12,2.9552081872950747E12
602,2.1302175135757776E12,1.6537382416170671E12,1.3543097402757878E12,3.2744931591338726E12,1.9423021595378286E12,2.9596393067080444E12
603,2.2200912981040605E12,1.6992055216942432E12,1.3700396376546975E12,3.331578676722489E12,1.9272160211148105E12,2.9632073714902524E12
604,2.325830673358614E12,1.570331009950666E12,1.3875270446788706E12,2.9867192846788975E12,1.9121298826917925E12,2.967638490903222E12
605,2.3302600478192236E12,1.6309193862090164E12,1.4127367576450315E12,2.9889121433359717E12,1.8970437442687744E12,2.97120655568543E12
606,2.3304043129741763E12,1.644139513887932E12,1.3618006348157947E12,2.991105001993046E12,1.652750924871392E12,2.9756376750984E12
607,2.364513755360078E12,1.6592952739136572E12,1.3775305321947043E12,3.0114084689066636E12,1.7188978394953943E12,3.0272494779678364E12
608,2.3883903650302095E12,1.7580318870754133E12,1.424552226637481E12,3.0248704136578794E12,1.6629519772821804E12,2.9684709317576997E12
609,2.2321624878180205E12,1.8034991671525894E12,1.442039633661654E12,3.038332358409095E12,1.7290988919061826E12,2.975617898552812E12
610,2.277046815685533E12,1.6495895801144521E12,1.467249346627815E12,3.051794303160311E12,1.7681606181114126E12,2.994684478300181E12
611,2.321652060695038E12,1.6647453401401775E12,1.4594060530882805E12,3.065256247911527E12,1.793447808945219E12,3.0018314450952935E12
612,2.3528757322016914E12,1.7995895637113267E12,1.4751359504671902E12,3.1079869277439414E12,1.8187349997790254E12,3.001907862649448E12
613,2.353019997356644E12,1.7345383671594316E12,1.4926233574913633E12,3.1101797864010156E12,1.860838172517313E12,3.0020021318453525E12
614,2.387129439742546E12,1.7444105404261543E12,1.5101107645155364E12,3.1236417311522314E12,1.8889069543428381E12,3.002065708744916E12
615,2.4110060494126772E12,1.7783633794448247E12,1.5255040005750862E12,3.1371036759034473E12,1.9169757361683633E12,3.0020810548930864E12
616,2.255690102236496E12,1.7375911345465596E12,1.550713713541247E12,3.150565620654663E12,2.0011820816449385E12,3.00217187903532E12
617,2.284038098784399E12,1.78283570123299E12,1.5428704200017126E12,3.164027565405879E12,2.0673289962689407E12,3.002378582255575E12
618,2.328643343793904E12,1.7927078744997126E12,1.5586003173806223E12,3.208188959964825E12,1.8004454503312063E12,3.0095255490506875E12
619,2.359867015300557E12,1.804025487505936E12,1.605622011823399E12,2.9954907193071943E12,1.8665923649552085E12,3.0130936138328955E12
620,2.36001128045551E12,1.8379783265246064E12,1.623109418847572E12,2.9976835779642686E12,1.8503457543458044E12,3.017524733245865E12
621,2.3941207228414116E12,1.7501347253470925E12,1.6964593760878535E12,2.999876436621343E12,1.6442219879217014E12,3.208214059159515E12
622,2.417997332511543E12,1.761452338353316E12,1.601644720209074E12,3.0201799035349604E12,1.6291358494986833E12,3.138057708129298E12
623,2.311921910223004E12,1.7954051773719863E12,1.6173746175879836E12,3.0336418482861763E12,1.6140497110756653E12,3.13810249382702E12
624,2.3402699067709067E12,1.7501347253470925E12,1.6643963120307603E12,3.047103793037392E12,1.654061399818233E12,3.1381660707265835E12
625,2.3848751517804116E12,1.761452338353316E12,1.6818837190549333E12,3.060565737788608E12,1.7550224800338152E12,3.138181416874754E12
626,2.416098823287065E12,1.7954051773719863E12,1.6993711260791064E12,3.0740276825398237E12,1.6388582588331775E12,3.1384006475629033E12
627,2.4162430884420176E12,1.6950643923903293E12,1.7245808390452673E12,3.1167583623722383E12,1.67455977957617E12,3.1384914717051367E12
628,2.4503525308279194E12,1.704936565657052E12,1.6485915803495781E12,3.1189512210293125E12,1.7102613003191624E12,3.138698174925392E12
629,2.474229140498051E12,1.7162541786632754E12,1.6660789873737512E12,3.1324131657805283E12,1.7459628210621548E12,3.1772106118257866E12
630,2.386004409900332E12,1.7502070176819458E12,1.696865459492851E12,3.145875110531744E12,1.5621491906168938E12,3.1807786766079946E12
631,2.414352406448235E12,1.6596455919742317E12,1.7636949609295872E12,3.15933705528296E12,1.5978507113598862E12,3.1852097960209644E12
632,2.4589576514577397E12,1.670963204980455E12,1.71197313434051E12,3.172799000034176E12,1.6235815371206016E12,3.2729020275724614E12
633,2.490181322964393E12,1.7049160439991255E12,1.7434329290983296E12,3.216960394593122E12,1.659283057863594E12,2.9597277971120527E12
634,2.4903255881193457E12,1.585913705522271E12,1.7591628264772393E12,3.120381935755844E12,1.6288376639825842E12,2.9598042146662075E12
635,2.5244350305052476E12,1.5972313185284944E12,1.8061845209200159E12,3.142135650306149E12,1.6645391847255767E12,2.959898483862112E12
636,2.548311640175379E12,1.6311841575471648E12,1.823671927944189E12,3.1555975950573647E12,1.634093790844567E12,2.959943269559834E12
637,2.4081464966594395E12,1.5308433725655078E12,1.841159334968362E12,3.1690595398085806E12,1.6598246166052822E12,2.9600068464593975E12
638,2.4364944932073423E12,1.5407155458322305E12,1.9578456775415112E12,3.1825214845597964E12,1.6955261373482747E12,2.960022192607568E12
639,2.481099738216847E12,1.5520331588384539E12,1.8866042125811758E12,3.195983429311012E12,1.731227658091267E12,2.9602414232957173E12
640,2.5123234097235005E12,1.6257650452904146E12,1.9023341099600854E12,3.209445374062228E12,1.7007822642102573E12,2.9603322474379507E12
