Time,shadower,hero,adele,ark,bishop,archmage_fp
1063,1.4770152556497383E12,1.4534106176811975E12,3.3320412587986235E12,2.615560502576818E12,1.3783189410146123E12,3.2877373103413604E12
1064,1.509439287838606E12,1.4640675518835051E12,3.350697610142594E12,2.6174010972981934E12,1.3429556888580452E12,3.29170505685068E12
1065,1.4063364581974116E12,1.4960383544904277E12,3.369353961486565E12,2.619241692019569E12,1.352544840302183E12,3.370227099072005E12
1066,1.0445216453363698E12,1.4365291028462659E12,3.416341772587415E12,2.6305186306516357E12,1.3965844362400337E12,3.0670576033713975E12
1067,1.0446659104913225E12,1.4458292832998835E12,3.463329583688265E12,2.6417955692837026E12,1.3612211840834666E12,3.073457194515462E12
1068,9.878006580782125E11,1.4564862175021912E12,3.4801109447957114E12,2.6530725079157695E12,1.396452860833747E12,3.0904695314349756E12
1069,9.879449232331653E11,1.4884570201091138E12,3.4968923059031577E12,2.6643494465478364E12,1.4316845375840276E12,3.09686912257904E12
1070,1.0336397053903162E12,1.4325234403845337E12,3.513673667010604E12,2.7004735187234624E12,1.3684809065900571E12,3.096936318395674E12
1071,1.0656260529003218E12,1.4749432666991025E12,3.5405199020244814E12,2.6436606308094053E12,1.4037125833403376E12,3.097019211595701E12
1072,1.1113208350574727E12,1.4842434471527202E12,3.308894399724878E12,2.654937569441472E12,1.4389442600906182E12,3.097075116311999E12
1073,1.1433071825674783E12,1.4949003813550278E12,3.33126954786814E12,2.666214508073539E12,1.4023425004093696E12,3.097088610553864E12
1074,1.0355535467877141E12,1.5268711839619504E12,3.3536446960114023E12,2.677491446705606E12,1.4375741771596501E12,3.097281385437649E12
1075,1.081248328944865E12,1.4341958794604475E12,3.3760198441546646E12,2.688768385337673E12,1.3080225053618708E12,3.097361249318074E12
1076,1.1132346764548706E12,1.4448528136627551E12,3.442906318602678E12,2.726101968858465E12,1.3432541821121514E12,3.0975430084942144E12
1077,1.1589294586120215E12,1.5710265703466868E12,3.509792793050692E12,2.597891032021026E12,1.3714395235123757E12,3.103942599638279E12
1078,1.190915806122027E12,1.4131637323836877E12,3.5284491443946626E12,2.609167970653093E12,1.3996248649126E12,3.1071375432327114E12
1079,1.236610588279178E12,1.4546413066182593E12,3.5471054957386333E12,2.6204449092851597E12,1.4841808891132734E12,3.1111052897420312E12
1080,1.2685969357891836E12,1.4637349064434749E12,3.565761847082604E12,2.6317218479172266E12,1.5526487481100476E12,3.1573498249867905E12
1081,1.3142917179463345E12,1.495012990245995E12,3.612749658183454E12,2.6678459200928525E12,1.5538092202964336E12,3.157389206141621E12
1082,1.34627806545634E12,1.434515079525446E12,3.659737469284304E12,2.6791228587249194E12,1.6125600484627673E12,3.1575819810254062E12
1083,1.3326083680575276E12,1.4447754450397537E12,3.7067252803851543E12,2.6903997973569863E12,1.5649979650448162E12,3.1576618449058315E12
1084,1.3645947155675332E12,1.4565368616256528E12,3.7537130914860044E12,2.701676735989053E12,1.5620627825556055E12,3.1880898725272E12
1085,1.410289497724684E12,1.3795585111424429E12,3.79902276647611E12,2.71295367462112E12,1.462750546573974E12,3.1944894636712646E12
1086,1.4422758452346897E12,1.3922694609820986E12,3.8443324414662153E12,2.754318962625799E12,1.5302198597359512E12,3.1976844072656973E12
1087,1.4424201103896426E12,1.4025298264964062E12,3.889642116456321E12,2.684364074553972E12,1.4770907480365554E12,3.201652153775017E12
1088,1.4881148925467935E12,1.4167079274824385E12,3.9349517914464263E12,2.695641013186039E12,1.4410207460639636E12,3.2478966890197764E12
1089,1.520101240056799E12,1.4281525874213525E12,3.9802614664365317E12,2.706917951818106E12,1.3878916343645679E12,2.995812169096741E12
1090,1.56579602221395E12,1.4435812907550894E12,4.025571141426637E12,2.718194890450173E12,1.3341469792040862E12,2.9958950622967686E12
1091,1.5977823697239556E12,1.4560354454494993E12,3.980128508042409E12,2.754318962625799E12,1.2693051770432754E12,2.995934443451599E12
1092,1.6434771518811064E12,1.471464148783236E12,4.0025036561856714E12,2.7655959012578657E12,1.3367744902052524E12,2.995990348167897E12
1093,1.675463499391112E12,1.483918303477646E12,4.0248788043289336E12,2.7768728398899326E12,1.2839695230301946E12,2.9960038424097617E12
1094,1.6805550950199888E12,1.4993470068113828E12,4.047253952472196E12,2.7881497785219995E12,1.249084549427507E12,2.996185601585902E12
1095,1.7262498771771396E12,1.5118011615057927E12,4.069629100615458E12,2.7994267171540664E12,1.197364969706247E12,3.0025851927299663E12
1096,1.7582362246871453E12,1.5272298648395295E12,4.1365155750634717E12,2.870868520608541E12,1.0994622657027515E12,3.005780136324399E12
1097,1.7129995210039133E12,1.5396840195339395E12,4.1551719264074424E12,2.725292599528017E12,1.0933376828487892E12,3.0097478828337188E12
1098,1.744985868513919E12,1.5551127228676763E12,4.173828277751413E12,2.736569538160084E12,1.1166233579658438E12,3.055992418078478E12
1099,1.7906806506710698E12,1.5675668775620862E12,4.192484629095384E12,2.747846476792151E12,1.1399090330828984E12,2.9941329413998394E12
1100,1.8226669981810754E12,1.582995580895823E12,4.2111409804393545E12,2.759123415424218E12,1.2097660584340623E12,2.994188846116137E12
1101,1.8683617803382263E12,1.595449735590233E12,4.2581287915402046E12,2.7704003540562847E12,1.2646410998058035E12,2.994202340358002E12
1102,1.900348127848232E12,1.6108784389239697E12,4.3051166026410547E12,2.7816772926883516E12,1.0653007469852301E12,2.994395115241787E12
1103,1.948520338934159E12,1.6233325936183796E12,4.352104413741905E12,2.7929542313204185E12,1.0517079293601971E12,2.9944749791222124E12
1104,1.9822408866943079E12,1.6387612969521165E12,4.399092224842755E12,2.8042311699524854E12,1.0381151117351642E12,2.9946567382983525E12
1105,1.940740456298464E12,1.6512154516465264E12,4.446080035943605E12,2.8155081085845522E12,9.775694510898584E11,3.001056329442417E12
1106,1.940884721453417E12,1.6666441549802632E12,4.476286485937009E12,2.851632180760178E12,1.046163252804535E12,3.0042512730368496E12
1107,2.0087726631717727E12,1.679098309674673E12,4.554539515185331E12,2.699235954639292E12,1.0325704351795021E12,3.0082190195461694E12
1108,2.071767925710144E12,1.69452701300841E12,4.242080345881587E12,2.710512893271359E12,1.0121838371419204E12,3.0544635547909287E12
1109,2.115864609487004E12,1.7069811677028198E12,4.27564306809648E12,2.721789831903426E12,1.0130834279840801E12,2.9946866381990938E12
1110,2.2115792177831E12,1.745552926037162E12,4.298018216239742E12,2.7330667705354927E12,1.0139830188262397E12,3.001086229343158E12
1111,2.333127338321121E12,1.758007080731572E12,4.364904690687756E12,2.7691908427111187E12,9.679297666481266E11,3.018098566262672E12
1112,2.291626907925277E12,1.7965788390659143E12,4.3835610420317266E12,2.699235954639292E12,1.0365235683628032E12,3.0244981574067363E12
1113,2.2917711730802295E12,1.8090329937603242E12,4.402217393375697E12,2.710512893271359E12,1.0374231592049629E12,3.02456535322337E12
1114,2.3399433841661562E12,1.8476047520946665E12,4.449205204476548E12,2.721789831903426E12,1.0170365611673812E12,3.059050451194255E12
1115,2.373663931926305E12,1.8600589067890764E12,4.476051439490426E12,2.7330667705354927E12,1.0188357428517007E12,3.0654500423383193E12
1116,2.2492906071554604E12,1.8986306651234187E12,4.2964902143605415E12,2.7982168477562373E12,1.0206349245360201E12,3.068644985932752E12
1117,2.3008854428614106E12,1.9110848198178286E12,4.3188653625038037E12,2.809493786388304E12,9.747115444620294E11,3.072612732442072E12
1118,2.363880705399782E12,1.949656578152171E12,4.3375217138477744E12,2.820770725020371E12,1.0683509646262095E12,3.2434716980806323E12
1119,2.407977389176642E12,1.9621107328465808E12,4.3845095249486245E12,2.832047663652438E12,9.034415650169108E11,3.173173639680065E12
1120,2.4130689848055186E12,2.0891420944786677E12,4.431497336049475E12,2.843324602284505E12,9.271089725129335E11,3.1732565328800923E12
1121,2.4612411958914453E12,1.998747945809869E12,4.447919531738674E12,2.879448674460131E12,9.507763800089562E11,3.173295914034923E12
1122,2.494961743651594E12,2.0112021005042788E12,4.474765766752552E12,2.8907256130921978E12,1.0217786024970244E12,3.1733518187512207E12
1123,2.413871038327568E12,1.8401438615420508E12,4.1729277335088545E12,2.9020025517242646E12,1.0775532347109254E12,3.1733653129930854E12
1124,2.4464572503523784E12,1.883649928807388E12,4.1939009300140674E12,2.9132794903563315E12,1.0784528255530852E12,3.1735580878768706E12
1125,2.50945251289075E12,1.8470273490213218E12,4.256596522604436E12,2.9245564289883984E12,1.079352416395245E12,3.173637951757296E12
1126,2.55354919666761E12,1.8596830924935627E12,4.274083929628609E12,2.972815931660524E12,1.0802520072374048E12,3.173819710933436E12
1127,2.5586407922964863E12,1.8741851149153418E12,4.2915713366527817E12,2.753079762548984E12,1.0595106393851608E12,3.1770146545278687E12
1128,2.606813003382413E12,1.917691182180679E12,4.335615049313729E12,2.7642534608749805E12,1.1060673444249456E12,3.1809824010371885E12
1129,2.640533551142562E12,1.8658104230795881E12,4.3796587619746763E12,2.775427159200977E12,1.1897292927457969E12,3.259504443258513E12
1130,2.576752744127677E12,1.908916876560142E12,4.407972577256714E12,2.7866008575269736E12,1.1906288835879565E12,2.8243791864103115E12
1131,2.6093389561524873E12,1.9183675940881143E12,4.433182290222875E12,2.8110889462998774E12,1.192428065272276E12,2.824462079610339E12
1132,2.672334218690859E12,1.9291970264160662E12,4.250246259811495E12,2.751354071788195E12,1.1942272469565952E12,2.8245014607651694E12
1133,2.7164309024677188E12,1.9616853233999219E12,4.267733666835668E12,2.7608020793534023E12,1.1743854699465107E12,2.8245573654814673E12
1134,2.721522498096595E12,1.8767418903540874E12,4.311777379496615E12,2.77025008691861E12,1.17618465163083E12,2.8247501403652524E12
1135,2.769694709182522E12,1.8875713226820393E12,4.3558210921575625E12,2.7796980944838174E12,1.2243773525804783E12,2.8248300042456777E12
1136,2.803415256942671E12,1.920059619665895E12,4.381030805123723E12,2.789146102049025E12,1.3093886871645693E12,2.825011763421818E12
1137,2.6415547098976753E12,1.8688183295690322E12,4.491784382943486E12,2.8245399791335156E12,1.310288278006729E12,2.864137903989497E12
1138,2.641698975052628E12,1.8782690470970044E12,4.28693555598207E12,2.7586421901696675E12,1.3111878688488887E12,2.870634458635744E12
1139,2.6742851870774385E12,1.8890984794249563E12,4.3602855132223516E12,2.812436880712568E12,1.2257531918567627E12,2.873877810466456E12
1140,2.73728044961581E12,1.921586776408812E12,4.385495226188512E12,2.8369249694854717E12,1.2498023317317537E12,2.8779056743471294E12
1141,2.78137713339267E12,1.8791095766739363E12,4.2150995125954336E12,2.768090197734875E12,1.2738514716067446E12,2.924850884368324E12
1142,2.8295493444785967E12,1.8899390090018882E12,4.2777951051858022E12,2.7775382053000825E12,1.3459988912317173E12,2.9249337775683516E12
1143,2.8632698922387456E12,1.922427305985744E12,4.3218388178467495E12,2.78698621286529E12,1.4026731142877778E12,2.924973158723182E12
1144,2.7617688742061113E12,1.8280803135736943E12,4.365882530507697E12,2.7964342204304976E12,1.2497345564057896E12,2.92502906343948E12
1145,2.761913139361064E12,1.8711867670542483E12,4.409926243168645E12,2.805882227995705E12,1.297027666513278E12,2.925221838323265E12
1146,2.7944993513858745E12,1.8806374845822205E12,4.239868857171098E12,3.0641456764733926E12,1.3820390010973691E12,2.9253017022036904E12
1147,2.857494613924246E12,1.8914669169101724E12,4.2871837903208267E12,3.013225984362035E12,1.3838381827816887E12,2.9254834613798306E12
1148,2.901591297701106E12,1.923955213894028E12,4.565498368782611E12,3.023647953790965E12,1.3856373644660083E12,2.9319800160260776E12
1149,2.9497635087870327E12,1.9151337501117341E12,4.350769138653127E12,3.0340699232198945E12,1.387436546150328E12,2.9352233678567896E12
1150,2.9834840565471816E12,1.9245844676397063E12,4.367667329063744E12,3.044491892648824E12,1.259916665316171E12,2.939251231737463E12
1151,2.983339791392229E12,1.9354138999676582E12,4.414982262213473E12,3.07830978044143E12,1.2617158470004905E12,2.9861964417586577E12
1152,2.9834840565471816E12,1.967902196951514E12,4.462297195363201E12,3.094064187545143E12,1.2626154378426504E12,2.8587898972518687E12
1153,3.016070268571992E12,1.8830051709020693E12,4.4927139381023125E12,3.104582451619078E12,1.3106449530178425E12,2.8652864518981157E12
1154,3.079065531110364E12,1.8938346032300212E12,4.631871227333205E12,3.115100715693013E12,1.397005673865173E12,2.882556551498228E12
1155,3.1231622148872236E12,1.9466610386198347E12,4.463932265437077E12,3.125618979766948E12,1.397905264707333E12,2.889053106144475E12
1156,3.1713344259731504E12,1.8911660606693865E12,4.511247198586806E12,3.1361372438408833E12,1.398804855549493E12,2.889120301961109E12
